tachometer,und-accelerometer-axial,und-accelerometer-radial,und-accelerometer-tangential,over-accelerometer-axial,over-accelerometer-radial,over-accelerometer-tangential,microphone
-0.53509,-0.30658,-0.30867,-0.04939,0.0042114,0.0086626,-0.088782,0.029645
-0.54826,1.1438,0.41092,0.021692,0.061082,0.0059159,-0.028827,-0.099857
-0.53905,0.089206,-0.23999,-0.041702,0.013029,0.0089065,-0.06836,0.019326
-0.54287,0.46413,0.23211,0.013381,0.024525,-0.024099,-0.061784,-0.10879
-0.54517,0.73738,-0.060608,0.010972,0.032663,-0.038358,-0.058066,0.032176
-0.54006,-0.24404,-0.10701,0.0070223,-0.0095004,-0.036164,-0.10255,-0.043928
-0.54439,1.261,0.19258,0.044275,0.051333,-0.041497,-0.050161,-0.024336
-0.54091,-0.77828,-0.47888,-0.0097736,-0.046859,-0.043165,-0.1653,0.045343
-0.54183,1.2676,0.36699,0.067597,0.061191,-0.049364,-0.077422,-0.0946
-0.54446,-0.2864,-0.38171,-0.01339,-0.005679,-0.050045,-0.13177,0.030862
-0.5403,0.91837,0.32987,0.051771,0.034621,-0.048845,-0.085719,-0.10932
-0.54389,0.32654,-0.24216,-0.0077504,-0.0073874,-0.048684,-0.1214,0.042155
-0.54296,0.32612,0.098984,0.0085766,-0.018023,-0.048293,-0.13016,-0.092458
-0.54057,0.94997,0.02909,-0.0087202,0.0029976,-0.046412,-0.10007,0.018328
-0.54659,-0.57017,-0.15698,-0.039518,-0.059531,-0.045912,-0.14419,-0.023144
-0.53978,1.3493,0.28156,0.015616,0.022445,-0.043871,-0.051426,-0.056608
-0.54421,-0.83089,-0.30974,-0.040719,-0.078207,-0.045135,-0.12615,0.025824
-0.54399,1.2168,0.36162,0.060172,0.0081612,-0.040168,-0.031711,-0.099784
-0.53915,-0.47278,-0.31546,-0.013467,-0.065985,-0.041708,-0.086573,0.067539
-0.54783,0.50337,0.27049,0.046305,-0.025197,-0.041291,-0.039828,-0.11385
-0.53923,0.36844,-0.12273,-0.0054253,-0.042287,-0.045244,-0.050938,0.056806
-0.54608,-0.12222,0.053695,0.007838,-0.07542,-0.042671,-0.075167,-0.06318
-0.54259,1.1123,0.14822,0.017408,-0.028491,-0.0421,-0.028294,-0.0097579
-0.54006,-0.89044,-0.19252,-0.03535,-0.11634,-0.042812,-0.11186,0.0078871
-0.54665,1.3968,0.36779,0.033941,-0.026783,-0.041708,-0.028936,-0.07491
-0.53948,-0.90602,-0.35589,-0.045016,-0.12456,-0.04502,-0.12379,0.079659
-0.54574,1.0185,0.41571,0.043678,-0.03756,-0.045244,-0.051458,-0.1149
-0.54112,-0.31589,-0.42375,-0.017231,-0.10897,-0.047362,-0.12785,0.079197
-0.54151,0.26045,0.1906,0.046568,-0.064277,-0.048087,-0.10199,-0.099662
-0.54527,0.58708,-0.18916,0.021699,-0.053089,-0.048588,-0.088756,0.051379
-0.53968,-0.52527,-0.18123,0.025488,-0.092619,-0.047766,-0.13391,-0.029983
-0.54402,1.1574,0.16108,0.060731,-0.0091921,-0.047856,-0.045704,-0.02952
-0.543,-0.99444,-0.45857,0.012919,-0.12174,-0.049217,-0.15032,0.033491
-0.54031,1.2505,0.33992,0.074187,-0.004478,-0.04613,-0.034164,-0.090949
-0.54437,-0.85941,-0.68265,-0.021534,-0.13117,-0.046002,-0.14805,0.093483
-0.54006,0.87552,0.29917,0.0445,-0.016276,-0.044179,-0.046038,-0.11816
-0.54299,-0.20362,-0.54645,-0.024032,-0.10293,-0.047375,-0.12508,0.075984
-0.54359,-0.009308,-0.0088627,0.01155,-0.056525,-0.043922,-0.10966,-0.093018
-0.53868,0.69967,-0.15101,0.001049,0.021289,-0.042048,-0.034389,0.042471
-0.54688,-0.72204,-0.3235,-0.022305,-0.039339,-0.04097,-0.10658,-0.014236
-0.53844,1.2125,0.16673,0.024075,0.071178,-0.04158,-0.002915,-0.050646
-0.54395,-1.1095,-0.62838,-0.033725,-0.060642,-0.043351,-0.14241,0.071798
-0.54304,1.2085,0.35719,0.04969,0.084575,-0.041176,-0.023536,-0.10998
-0.53926,-0.65776,-0.69342,-0.031791,-0.038658,-0.043017,-0.1579,0.1001
-0.54631,0.72568,0.25025,0.037987,0.076598,-0.038878,-0.089084,-0.11329
-0.53912,0.10626,-0.38362,-0.010005,0.040992,-0.040771,-0.13426,0.070289
-0.54407,-0.32271,-0.020792,0.015449,0.038989,-0.035316,-0.15768,-0.075056
-0.54239,0.84444,-0.052681,0.013368,0.10719,-0.035836,-0.09424,0.0012672
-0.53922,-0.83601,-0.48163,-0.027212,0.015688,-0.036998,-0.20241,0.0057453
-0.5462,1.3635,0.32091,0.033279,0.18381,-0.037235,-0.048574,-0.06627
-0.53848,-1.0811,-0.51228,-0.030918,0.067639,-0.037466,-0.15079,0.065933
-0.54396,1.1051,0.43308,0.048925,0.18604,-0.031838,-0.024679,-0.11529
-0.54227,-0.52342,-0.74076,-0.026743,0.037505,-0.036375,-0.16141,0.086498
-0.53982,0.39711,0.15608,0.031821,0.15638,-0.033353,-0.073344,-0.10823
-0.5452,0.29115,-0.33865,-0.002779,0.16236,-0.03635,-0.046661,0.059143
-0.53881,-0.47136,-0.16332,0.0009912,0.14281,-0.033199,-0.07746,-0.052495
-0.54285,1.1161,0.042298,0.01577,0.24375,-0.032653,0.027615,-0.016426
-0.5428,-1.0456,-0.60549,-0.031656,0.1258,-0.032903,-0.12064,0.018523
-0.53823,1.3294,0.3599,0.040685,0.32801,-0.028771,0.05178,-0.083356
-0.54537,-0.96362,-0.78566,-0.034797,0.17995,-0.034225,-0.11144,0.070654
-0.53812,0.85973,0.37632,0.052419,0.36451,-0.029124,0.025592,-0.1128
-0.54264,-0.26779,-0.64538,-0.008322,0.27312,-0.033962,-0.076747,0.076715
-0.54292,0.15037,0.078305,0.038925,0.349,-0.031267,-0.056441,-0.097812
-0.53732,0.51014,-0.24942,0.021885,0.38045,-0.032782,-0.038955,0.031957
-0.54644,-0.76403,-0.31272,0.0016656,0.3191,-0.032756,-0.12351,-0.043928
-0.53772,1.104,0.17165,0.025662,0.45305,-0.033013,0.0029161,-0.032806
-0.54325,-1.1356,-0.61941,-0.03736,0.31976,-0.033019,-0.13694,0.012609
-0.54318,1.2626,0.40118,0.012148,0.48716,-0.02836,0.0097554,-0.092069
-0.53752,-0.78838,-0.80375,-0.075807,0.34252,-0.029643,-0.14897,0.071531
-0.54681,0.72367,0.32022,0.010818,0.51127,-0.025401,-0.016054,-0.11361
-0.53727,-0.13635,-0.52,-0.025722,0.4807,-0.027827,-0.022393,0.062258
-0.5437,-0.25148,0.032726,0.024088,0.50222,-0.02431,0.010577,-0.089221
-0.54271,0.73417,-0.14723,0.018237,0.52462,-0.026525,0.060482,0.028818
-0.538,-0.93016,-0.43036,-0.0067805,0.44051,-0.02458,-0.034376,-0.022024
-0.54582,1.18,0.24512,0.051809,0.59349,-0.026242,0.11292,-0.054734
-0.53821,-1.1439,-0.70794,-0.017815,0.46008,-0.029233,-0.023831,0.046974
-0.54298,1.1465,0.38043,0.057461,0.62002,-0.028732,0.11124,-0.10962
-0.54276,-0.67138,-0.55607,-0.030731,0.53739,-0.02811,0.033189,0.079221
-0.53764,0.43706,0.26923,0.016798,0.61408,-0.024978,0.085116,-0.12008
-0.54602,0.098562,-0.2466,-0.049467,0.59389,-0.027089,0.045622,0.07725
-0.5377,-0.60327,0.023675,-0.022279,0.58416,-0.029624,0.0058702,-0.071041
-0.54202,0.97734,0.059714,-0.005117,0.64636,-0.028835,0.050997,0.020737
-0.54412,-1.351,-0.34154,-0.037199,0.56166,-0.027147,-0.053198,0.038431
-0.53661,1.208,0.33778,0.041963,0.68919,-0.014447,0.060803,-0.082163
-0.54592,-1.2086,-0.38731,-0.034001,0.57954,-0.012213,-0.04372,0.079611
-0.53774,0.73766,0.40799,0.044102,0.67782,-0.008671,0.040246,-0.12719
-0.53852,-0.61554,-0.41677,-0.044078,0.54805,-0.012451,-0.10078,0.14508
-0.54538,-0.025825,0.20783,0.014955,0.62508,-0.010462,-0.057064,-0.09056
-0.53376,0.50854,-0.18029,-0.015085,0.70025,-0.011495,0.028886,0.024023
-0.54805,-0.33467,-0.12573,-0.026691,0.66267,-0.009993,0.0094407,-0.065102
-0.53667,1.0714,0.12086,-0.011508,0.71602,-0.0086004,0.064637,-0.0023105
-0.54179,-1.4167,-0.44613,-0.075069,0.59663,-0.0060463,-0.064681,0.061795
-0.54377,1.2652,0.3546,0.0020317,0.72794,-0.0025231,0.051851,-0.10017
-0.53567,-0.97775,-0.44385,-0.079359,0.63418,-0.0060334,-0.041119,0.11023
-0.5453,0.76476,0.38086,0.0055771,0.72617,-0.0070667,0.035257,-0.12836
-0.53737,-0.407,-0.34869,-0.064047,0.65418,-0.0097748,-0.039809,0.13079
-0.5398,-0.15694,0.16955,-0.012118,0.68599,-0.007856,-0.031396,-0.092458
-0.54474,0.52268,-3.97E-06,-0.024,0.72046,-0.0089919,-0.0096708,0.042569
-0.53486,-1.1421,-0.074035,-0.019183,0.66323,-0.0094796,-0.074583,-0.024847
-0.54562,1.0134,0.25153,0.045251,0.7379,-0.0094219,0.0032821,-0.019736
-0.53956,-1.3268,-0.40943,-0.013345,0.62116,-0.010898,-0.10294,0.092899
-0.53701,1.0022,0.38674,0.069523,0.73424,-0.008055,0.0078288,-0.10416
-0.54996,-0.85345,-0.12277,0.0062644,0.70619,-0.012932,-0.0043856,0.067418
-0.53052,0.60084,0.37702,0.050743,0.73082,-0.0028568,0.033799,-0.11217
-0.54873,0.02521,-0.0018862,0.0033034,0.67703,0.013784,0.011078,0.038601
-0.53466,-0.51201,0.25852,0.018031,0.65373,0.0091953,0.023325,-0.095087
-0.53891,0.91888,0.065656,0.02069,0.69033,0.011153,0.088956,0.00392
-0.54819,-0.6162,-0.12845,0.00099762,0.6598,0.0096702,0.078302,-0.020199
-0.52814,1.3264,0.32724,0.04951,0.70287,0.010543,0.1269,-0.057801
-0.55014,-1.2027,-0.10279,0.012006,0.64745,0.011807,0.085739,0.010004
-0.53445,0.76058,0.38927,0.076666,0.68343,0.016999,0.11654,-0.10475
-0.53915,-0.48593,0.027086,0.028886,0.62789,0.016742,0.063584,0.079148
-0.54597,0.35698,0.35001,0.075388,0.63825,0.01542,0.075676,-0.097788
-0.53031,0.39088,0.092843,0.036446,0.62223,0.015292,0.054208,0.028915
-0.55004,-0.21106,0.18696,0.036311,0.58634,0.016993,0.014167,-0.060697
-0.53309,1.1385,0.21324,0.049169,0.63287,0.016665,0.036169,-0.018447
-0.53804,-0.60984,-0.034674,0.0045623,0.59323,0.018475,-0.016388,0.010345
-0.54583,1.3163,0.34687,0.029958,0.63817,0.017577,0.01524,-0.075616
-0.53288,-0.71296,-0.1474,-0.038779,0.58002,0.018642,-0.04318,0.061576
-0.54568,0.94207,0.35753,0.014158,0.61896,0.015074,-0.0049764,-0.10903
-0.53748,0.035139,-0.10261,-0.029094,0.5984,0.014419,-0.020151,0.052328
-0.53753,0.46776,0.23078,0.01243,0.60216,0.014008,-0.012278,-0.092507
-0.54615,0.62253,0.12875,0.0041513,0.59594,0.019675,0.0010602,0.022198
-0.53177,-0.35012,0.12861,-0.0019312,0.54919,0.02083,-0.0074424,-0.040667
-0.5462,1.1525,0.28874,0.033613,0.57901,0.027261,0.057476,-0.037114
-0.53821,-0.678,-0.026015,-0.0080522,0.50766,-0.0062131,0.031487,0.034269
-0.53569,1.2038,0.38521,0.044622,0.54512,-0.015987,0.10102,-0.087956
-0.54577,-0.4029,0.031911,-0.017635,0.46192,-0.017007,0.05212,0.052012
-0.53137,0.84882,0.37549,0.047968,0.48917,-0.023425,0.10466,-0.10307
-0.54347,0.12227,-0.024017,-0.0059776,0.43595,-0.023861,0.071328,0.05795
-0.5409,0.11462,0.17675,0.017742,0.4111,-0.02716,0.068862,-0.05819
-0.53211,0.89534,0.27216,0.021634,0.44535,-0.029316,0.12053,-0.019542
-0.54975,-0.075936,0.22798,-0.0051812,0.38331,-0.032191,0.071348,-0.020102
-0.52898,1.2373,0.34177,0.014878,0.44045,-0.03015,0.11383,-0.057582
-0.54352,-0.43272,0.043602,-0.027629,0.37492,-0.033154,0.047452,0.048239
-0.53827,1.1695,0.37754,0.030048,0.42746,-0.032223,0.10001,-0.10628
-0.53225,0.022243,0.063459,-0.014873,0.34895,-0.034104,0.022856,0.043688
-0.54713,0.75499,0.34684,0.027788,0.37582,-0.028405,0.039148,-0.092361
-0.52937,0.5428,0.14194,0.0062259,0.36597,-0.02972,0.016248,0.024559
-0.54306,0.24961,0.21349,0.03457,0.33464,-0.027551,-0.01791,-0.048674
-0.53881,0.99772,0.25626,0.059748,0.37185,-0.029412,0.013146,-0.03283
-0.53357,-0.040988,0.14926,0.035116,0.30445,-0.02836,-0.036797,-0.020905
-0.54892,1.2637,0.31646,0.062336,0.34518,-0.029509,0.014501,-0.072501
-0.53278,-0.19062,-0.0024644,0.015404,0.25318,-0.02972,-0.055144,0.03938
-0.54177,1.1672,0.32999,0.059093,0.29587,-0.033885,0.0026464,-0.10015
-0.54097,0.14603,0.031075,0.0097713,0.25212,-0.030112,-0.026098,0.050284
-0.53491,0.74267,0.27681,0.024422,0.26167,-0.024792,-0.0083928,-0.09331
-0.54627,0.73222,0.21121,-0.0069282,0.2668,-0.025081,0.00019965,0.00061003
-0.5313,0.23436,0.24705,0.0036053,0.22828,-0.023021,-0.023876,-0.062182
-0.54517,1.148,0.25427,0.031738,0.27157,-0.020601,0.029342,-0.030348
-0.54085,-0.46607,0.055217,0.0072214,0.20709,-0.020845,-0.013717,-0.00089892
-0.53389,1.3213,0.32704,0.074662,0.25476,-0.019504,0.039784,-0.084621
-0.54657,-0.35982,0.087055,0.01807,0.16921,-0.016853,-0.033162,0.030205
-0.53432,0.93265,0.3355,0.080757,0.2053,-0.013651,0.015471,-0.10915
-0.54184,0.017973,0.064076,0.023844,0.1616,-0.012785,-0.019811,0.076763
-0.54156,0.3514,0.23646,0.043035,0.15238,-0.013234,-0.031852,-0.081214
-0.53207,0.68599,0.17131,0.0178,0.17633,-0.014729,-0.023279,0.017744
-0.5484,-0.59894,0.14326,-0.0047637,0.13398,-0.015762,-0.065214,-0.049745
-0.52914,1.1844,0.27204,0.02877,0.17765,-0.017822,-0.027132,-0.025699
-0.54547,-0.93844,-0.00098042,-0.029819,0.090991,-0.017668,-0.10143,0.038553
-0.53414,1.1698,0.36608,0.056235,0.16403,-0.022488,-0.019715,-0.090073
-0.53422,-0.63462,0.053765,-0.022395,0.10864,-0.022963,-0.059761,0.066468
-0.53919,0.59491,0.41365,0.042965,0.14761,-0.022392,-0.015328,-0.11529
-0.5387,0.034374,-0.040867,-0.01732,0.13056,-0.018747,-0.028956,0.080292
-0.49129,-0.1279,0.17561,0.018359,0.11853,-0.018586,-0.04379,-0.091752
-0.52514,0.84372,0.17109,0.0015628,0.15064,-0.011302,-0.01721,0.026043
-0.35855,-0.84915,0.011225,-0.042094,0.08688,0.00028137,-0.07581,-0.016694
-0.53818,1.2641,0.35293,-0.0012953,0.15762,-0.0038002,-0.0091827,-0.042614
-0.39592,-1.3622,-0.16874,-0.10633,0.023093,-0.0042301,-0.14623,0.22002
-0.26843,1.2265,0.42649,-0.0035241,0.15366,-0.0063672,-0.035904,-0.13943
-0.50369,-0.91585,-0.15649,-0.092725,0.064961,-0.0093128,-0.12836,0.18801
-0.24768,0.35858,0.32801,-0.0036333,0.12792,-0.0088315,-0.073915,-0.13756
-0.3971,-0.14213,-0.061598,-0.052608,0.13235,-0.011039,-0.065958,0.18862
-0.35151,-0.96321,0.061089,-0.016986,0.10814,-0.01152,-0.099538,0.015334
-0.22175,0.9121,0.19566,0.029175,0.20695,-0.010917,-0.0031847,-0.0027973
-0.48345,-0.92818,-0.078653,-0.023152,0.12419,-0.01154,-0.064462,0.1166
-0.2647,1.3741,0.32344,0.070089,0.21858,-0.013869,0.040401,-0.1056
-0.38063,-1.0718,-0.25701,-0.029967,0.11454,-0.01523,-0.045286,0.18465
-0.42251,1.1016,0.3502,0.060165,0.19704,-0.013523,0.038673,-0.1471
-0.10905,-0.54743,-0.2196,-0.050308,0.11956,-0.012637,-0.02579,0.20529
-0.38633,0.27711,0.1952,0.011229,0.14369,-0.0052762,-0.0060103,-0.092458
-0.30457,0.35957,0.0090411,-0.021405,0.17136,-0.0020161,0.010976,0.081217
-0.40685,-0.50918,0.035816,-0.024598,0.13558,0.0043436,-0.032282,-0.0081273
-0.24349,1.1043,0.19322,0.0062516,0.20293,0.00044822,0.023267,-0.010537
-0.31054,-1.1348,-0.23871,-0.066398,0.097696,0.0003648,-0.075418,0.12882
-0.45903,1.3299,0.35977,0.032785,0.21986,-0.0045125,0.026317,-0.11526
-0.29184,-0.96804,-0.28191,-0.07345,0.139,0.014945,-0.0731,0.1929
-0.37689,0.92577,0.36759,0.027588,0.2211,0.040532,-0.024268,-0.14639
-0.27197,-0.22789,-0.12978,-0.04878,0.18964,0.030405,-0.076811,0.18356
-0.26427,0.10039,0.23571,0.012655,0.19805,0.032824,-0.084537,-0.076614
-0.42109,0.56685,0.060941,-0.01285,0.22743,0.030989,-0.068039,0.097158
-0.19466,-0.87345,-0.086549,-0.046872,0.15954,0.032196,-0.14751,0.06934
-0.27653,1.288,0.35102,0.019418,0.26453,0.031926,-0.054643,-0.062766
-0.34302,-1.0793,-0.15972,-0.061272,0.17399,0.034615,-0.13959,0.14077
-0.37762,1.3002,0.43891,0.036253,0.2704,0.032208,-0.056987,-0.13707
-0.3931,-0.95865,-0.33553,-0.07381,0.17877,0.029866,-0.14519,0.24511
-0.37008,0.62784,0.3,0.019412,0.23986,0.030758,-0.084242,-0.13113
-0.35083,-0.030693,-0.099114,-0.038516,0.24442,0.03122,-0.07012,0.17446
-0.3413,-0.23958,0.14738,-0.0098442,0.23446,0.030097,-0.060243,-0.049258
-0.35189,0.79564,0.09141,-0.014738,0.26329,0.032125,-0.017923,0.060846
-0.24483,-1.1199,-0.20473,-0.070521,0.159,0.032664,-0.10174,0.10918
-0.51571,1.2756,0.318,0.020414,0.28023,0.034692,0.026754,-0.078804
-0.26773,-1.1955,-0.35487,-0.081158,0.18656,0.032266,-0.066973,0.23408
-0.41023,1.2241,0.38319,0.043671,0.28629,0.033299,0.013788,-0.15272
-0.10289,-0.78117,-0.34246,-0.062294,0.20741,0.030514,-0.072772,0.25818
-0.37142,0.46135,0.25572,0.037884,0.24628,0.031143,-0.046821,-0.11684
-0.23752,0.10939,-0.12018,-0.005194,0.24373,0.02891,-0.058336,0.15202
-0.37911,-0.60632,-0.033775,-0.0023744,0.20252,0.036399,-0.10807,-0.027135
-0.36024,1.0953,0.20244,0.03563,0.28874,0.028916,-0.031833,0.00082907
-0.13587,-1.0394,-0.16936,-0.024899,0.1962,0.0079246,-0.12258,0.067734
-0.33621,1.3476,0.36525,0.059941,0.29883,0.013354,-0.030985,-0.095379
-0.31336,-1.1473,-0.38297,-0.061748,0.19666,0.010415,-0.13603,0.22041
-0.25717,0.98913,0.37305,0.031211,0.29097,0.0092787,-0.060635,-0.16331
-0.33459,-0.48561,-0.19697,-0.061696,0.2296,0.0054475,-0.11489,0.23878
-0.39232,0.18092,0.25798,0.0039072,0.25118,0.0046517,-0.085532,-0.11426
-0.34423,0.45049,-0.042576,-0.034354,0.27616,-0.00073901,-0.047842,0.14496
-0.30355,-0.75184,-0.084332,-0.046281,0.22423,0.00068567,-0.090914,0.049627
-0.43676,1.1963,0.23932,0.015398,0.29893,-0.00074543,-0.0031012,-0.021635
-0.31718,-1.1597,-0.3269,-0.060225,0.17813,-0.0038194,-0.14236,0.1491
-0.37797,1.3905,0.42037,0.055303,0.33039,-0.0032675,0.012433,-0.13534
-0.28952,-0.88032,-0.45011,-0.063662,0.20217,-0.00075185,-0.13799,0.21751
-0.32521,0.87316,0.35503,0.060326,0.4724,0.0066796,0.059448,-0.15756
-0.32674,-0.22351,-0.23307,-0.026968,0.45434,0.0096188,0.073968,0.19188
-0.27965,-0.12336,0.11681,0.029194,0.42156,0.014002,0.052564,-0.058336
-0.37085,0.6897,0.065958,0.020363,0.45028,0.013649,0.0878,0.087764
-0.3324,-1.1644,-0.15317,-0.011964,0.36407,0.014182,-0.0039104,0.063523
-0.3664,1.2294,0.28176,0.062702,0.46682,0.014432,0.090029,-0.047798
-0.32146,-1.233,-0.42296,-0.057553,0.35915,0.009959,-0.023234,0.20544
-0.44857,1.2502,0.36214,0.048103,0.47109,0.011814,0.073576,-0.16034
-0.36964,-0.90176,-0.43553,-0.071029,0.39318,0.0061277,-0.0073204,0.26942
-0.41186,0.6064,0.25572,0.026079,0.44306,0.046596,0.026549,-0.13602
-0.33271,0.012996,-0.26451,-0.029537,0.43635,0.052096,0.011965,0.14238
-0.34915,-0.48892,-0.041709,-0.0083991,0.41871,0.044017,-0.012837,-0.067244
-0.37062,0.87604,0.062303,-0.0095038,0.45682,0.048008,0.027396,0.051768
-0.37835,-1.1924,-0.29268,-0.078344,0.34749,0.047373,-0.071276,0.095552
-0.30456,1.4031,0.33408,0.019091,0.46702,0.0496,0.048704,-0.077831
-0.34405,-1.3982,-0.43973,-0.076161,0.3849,0.046866,-0.026361,0.16569
-0.47377,0.95585,0.41961,0.027903,0.48694,0.051576,0.063391,-0.14673
-0.23448,-0.6918,-0.32719,-0.091415,0.39371,0.047193,-0.016671,0.20427
-0.42942,0.16906,0.27204,-0.0048022,0.4334,0.049934,0.029252,-0.10112
-0.25062,0.39543,-0.046379,-0.043417,0.42181,0.045512,0.031179,0.084089
-0.49981,-0.56562,0.024234,-0.04368,0.35733,0.048291,-0.019105,-0.059772
-0.34512,1.0635,0.24861,-0.0067612,0.47073,0.047816,0.091191,0.01329
-0.30773,-1.201,-0.26308,-0.075223,0.38855,0.048714,0.0082848,0.085598
-0.45575,1.3505,0.43288,0.018744,0.48289,0.047732,0.091011,-0.10287
-0.31222,-1.1116,-0.25056,-0.084446,0.38465,0.044312,0.00395,0.21111
-0.48004,0.85859,0.40495,0.018564,0.43944,0.044036,0.051767,-0.13425
-0.31152,-0.34057,-0.24649,-0.046577,0.39297,0.044678,-0.0026196,0.15133
-0.44659,0.09144,0.18632,0.016502,0.40708,0.046667,-0.0020159,-0.10051
-0.40226,0.48106,-0.086722,-0.0028047,0.42769,0.049074,0.0064289,0.080706
-0.43623,-1.0508,-0.2237,-0.018676,0.39004,0.050832,-0.045736,-0.016986
-0.38085,1.2378,0.20585,0.03766,0.45129,0.051044,0.016633,-0.026721
-0.39135,-1.5243,-0.48731,-0.04271,0.37439,0.051044,-0.043309,0.09139
-0.4267,1.2312,0.3686,0.050101,0.44881,0.051782,0.043785,-0.10818
-0.2727,-1.0399,-0.51024,-0.047527,0.37595,0.050806,-0.0054966,0.17209
-0.43184,0.68508,0.29174,0.044018,0.42456,0.053149,0.045936,-0.15104
-0.36559,-0.25316,-0.32408,-0.023474,0.39536,0.053367,0.025714,0.15764
-0.35696,-0.37712,0.020135,0.012019,0.39201,0.057134,0.022753,-0.093626
-0.39692,0.73972,-0.0068777,0.012373,0.42093,0.058687,0.059095,0.073502
-0.27648,-1.2059,-0.31014,-0.031053,0.36214,0.057943,0.004072,0.026798
-0.4049,1.3211,0.25984,0.040775,0.43034,0.056383,0.073531,-0.063107
-0.3238,-1.1347,-0.47845,-0.035472,0.35627,0.056852,0.011913,0.071847
-0.36347,1.1684,0.34312,0.058958,0.4118,0.056332,0.069485,-0.12354
-0.30971,-0.38727,-0.35714,-0.024559,0.35166,0.053938,0.020396,0.11069
-0.35388,0.48179,0.25605,0.032952,0.36928,0.052751,0.038635,-0.12215
-0.37529,0.42002,-0.14197,-0.016068,0.35827,0.053316,0.027936,0.047339
-0.37095,-0.26314,0.012234,-0.015471,0.32421,0.052135,0.00079688,-0.087785
-0.23527,1.1292,0.1564,-0.0068512,0.35942,0.054625,0.037093,0.0049909
-0.37164,-1.0089,-0.22279,-0.057342,0.28238,0.05234,-0.02507,-0.015502
-0.34916,1.2599,0.36537,0.021249,0.35395,0.05252,0.04821,-0.062449
-0.36362,-1.1477,-0.33382,-0.071074,0.26828,0.050004,-0.02105,0.0901
-0.4287,0.96345,0.41308,0.01929,0.32588,0.052533,0.045955,-0.12351
-0.32171,-0.55638,-0.35717,-0.047829,0.27745,0.049516,0.0087472,0.10113
-0.43749,-0.039048,0.20426,0.012707,0.29263,0.049966,0.02432,-0.10976
-0.37818,0.44055,-0.097765,-0.015413,0.29644,0.049337,0.03238,0.056611
-0.3681,-0.99689,-0.10896,-0.030327,0.25879,0.05089,-0.0075901,-0.048918
-0.43735,1.1756,0.14605,0.0043696,0.3141,0.044838,0.045602,-0.024215
-0.40492,-1.3858,-0.51262,-0.05781,0.23346,0.039832,-0.043874,0.035389
-0.40792,1.2771,0.35266,0.022206,0.32288,0.044036,0.021745,-0.091411
-0.44709,-1.1576,-0.6495,-0.062339,0.24144,0.043542,-0.060847,0.084138
-0.41714,0.58145,0.28157,0.020658,0.30469,0.046783,-0.0032617,-0.12575
-0.39943,-0.22259,-0.3485,-0.037598,0.27344,0.043234,-0.030182,0.096331
-0.46278,-0.15344,0.060498,0.0011261,0.26908,0.043157,-0.044959,-0.10278
-0.41289,0.70849,-0.026465,-0.011469,0.29484,0.04281,-0.017583,0.053691
-0.37612,-1.0024,-0.17838,-0.046744,0.23031,0.040012,-0.069953,-0.027963
-0.46451,1.2475,0.23422,0.0076967,0.30394,0.038048,0.0034427,-0.040302
-0.47667,-1.2767,-0.36047,-0.081537,0.21017,0.038587,-0.084749,0.077031
-0.387,1.1586,0.34542,0.010266,0.29901,0.038876,0.013127,-0.13191
-0.42826,-0.88558,-0.29347,-0.10547,0.17529,0.036713,-0.080588,0.16509
-0.47822,0.4583,0.3075,-0.010011,0.22787,0.039864,-0.0074616,-0.15552
-0.37873,-0.037186,-0.19725,-0.074972,0.21478,0.040744,-0.013473,0.17657
-0.47452,-0.64354,0.033857,-0.034919,0.17538,0.043157,-0.034909,-0.068558
-0.38967,0.91023,0.070179,-0.0095038,0.253,0.04487,0.045532,0.054786
-0.43461,-1.5349,-0.24712,-0.066488,0.13794,0.042714,-0.063987,0.063962
-0.48054,1.1387,0.29687,0.028719,0.26085,0.044755,0.032457,-0.077271
-0.32455,-1.3246,-0.40885,-0.094626,0.12249,0.044029,-0.11659,0.18933
-0.54084,1.0542,0.35831,0.026792,0.23923,0.046937,-0.026914,-0.14544
-0.37379,-0.86694,-0.37447,-0.084241,0.15852,0.04496,-0.11985,0.20038
-0.49029,0.039769,0.19789,0.0029823,0.18948,0.045461,-0.087119,-0.10519
-0.37238,0.27254,-0.17747,-0.03348,0.22637,0.033973,-0.048067,0.10312
-0.51167,-0.73721,-0.092163,-0.016055,0.18295,0.03233,-0.074949,-0.029764
-0.45886,1.1091,0.095489,0.026529,0.25166,0.034628,-0.013961,0.00092643
-0.35667,-1.4105,-0.42392,-0.041695,0.14613,0.032144,-0.1205,0.076715
-0.50347,1.2905,0.28292,0.05362,0.25197,0.032388,-0.022534,-0.090024
-0.44104,-1.3224,-0.53004,-0.054811,0.16568,0.027293,-0.098479,0.14698
-0.5113,0.75677,0.29315,0.048373,0.24825,0.028371,-0.018514,-0.12933
-0.46916,-0.44986,-0.43472,-0.040321,0.20608,0.029494,-0.063178,0.14875
-0.4673,-0.21937,0.080733,0.011852,0.22383,0.031977,-0.063737,-0.10139
-0.48456,0.56412,-0.13404,-0.023653,0.25486,0.031438,-0.051259,0.075279
-0.48258,-1.1149,-0.20853,-0.044213,0.19826,0.0331,-0.10216,-0.034315
-0.44383,1.1426,0.19491,0.0081913,0.28597,0.033396,-0.0201,-0.0049633
-0.49442,-1.4576,-0.43142,-0.073591,0.19135,0.035436,-0.11331,0.074208
